Brand,Model Name,Vehicle Status,Year,Availability Start Year,Availability End Year,Real-World Range (km),Energy Efficiency (Wh/km),Battery Capacity (kWh),Vehicle Weight (kg),"Acceleration (0-100 km/h, sec)",Fast Charging Speed (kW),Towing Capacity (kg),Cargo Volume (L),Price (€)
Peugeot,e-Rifter Standard 50 kWhPeugeot e-Rifter Standard 50 kWh,Discontinued,2021,2021,2024,205.0,226.0,46.3,1760.0,11.7,78.0,750.0,571.0,39689.0
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY23)Mercedes-Benz EQE AMG 53 4MATIC+,Discontinued,2023,2023,2024,450.0,201.0,90.6,2540.0,3.5,141.0,750.0,430.0,10089.0
NIO,EL8 Standard RangeNIO EL8 Standard Range,Available,2024,2024,,360.0,204.0,73.5,2610.0,4.1,110.0,2000.0,265.0,92989.0
Audi,SQ6 Sportback e-tronAudi SQ6 Sportback e-tron,Available,2024,2024,,495.0,192.0,94.9,2420.0,4.3,200.0,2400.0,575.0,10089.0
Nissan,Townstar EV Passenger L2Nissan Townstar EV Passenger L2,Available,2024,2024,,220.0,205.0,45.0,1990.0,13.3,50.0,1500.0,819.0,42789.0
BMW,i5 M60 xDrive Touring (MY25)BMW i5 M60 xDrive Touring,Available,2025,2025,,425.0,191.0,81.2,2420.0,3.9,136.0,2000.0,570.0,10089.0
Polestar,3 Performance (MY26)Polestar 3 Performance,Available,2025,2025,,460.0,222.0,102.0,2600.0,3.9,200.0,2200.0,508.0,10089.0
Porsche,Taycan Plus Sport TurismoPorsche Taycan Plus Sport Turismo,Available,2024,2024,,530.0,183.0,97.0,2270.0,4.8,262.0,0.0,530.0,10089.0
BMW,i5 M60 xDrive TouringBMW i5 M60 xDrive Touring,Discontinued,2024,2024,2025,415.0,196.0,81.2,2420.0,3.9,136.0,2000.0,570.0,10089.0
Lancia,Ypsilon 54 kWh HF (MY25)Lancia Ypsilon 54 kWh HF,Available,2025,2025,,305.0,167.0,50.8,1630.0,5.6,85.0,0.0,309.0,40989.0
Mercedes-Benz,EQE SUV 350 4MATIC (MY25)Mercedes-Benz EQE SUV 350 4MATIC,Available,2025,2025,,435.0,208.0,90.6,2560.0,6.0,141.0,1800.0,520.0,91489.0
Škoda,Enyaq Coupe 85x (MY24)Skoda Enyaq Coupe 85x,Discontinued,2023,2023,2025,455.0,169.0,77.0,2230.0,6.6,120.0,1200.0,570.0,55689.0
Lotus,Eletre SLotus Eletre S,Discontinued,2023,2023,2025,480.0,227.0,109.0,2590.0,4.5,259.0,2250.0,657.0,10089.0
Peugeot,e-Traveller L3 75 kWhPeugeot e-Traveller L3 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2240.0,14.2,79.0,1000.0,989.0,59589.0
Ford,Mustang Mach-E Rally (MY24)Ford Mustang Mach-E Rally,Available,2024,2024,,410.0,222.0,91.0,2340.0,3.9,115.0,750.0,619.0,77389.0
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY23-24)Mercedes-Benz EQE SUV AMG 53 4MATIC+,Discontinued,2023,2023,2025,420.0,216.0,90.6,2690.0,3.5,141.0,1800.0,520.0,10089.0
ORA,Funky Cat 48 kWhORA Funky Cat 48 kWh,Discontinued,2022,2022,2023,260.0,175.0,45.4,1610.0,8.3,45.0,0.0,228.0,37889.0
Škoda,Enyaq Coupe iV 80 (MY23)Skoda Enyaq Coupe iV 80,Discontinued,2022,2022,2023,445.0,173.0,77.0,2110.0,8.7,125.0,1000.0,575.0,52689.0
Audi,Q8 Sportback e-tron 50 quattroAudi Q8 Sportback e-tron 50 quattro,Discontinued,2022,2022,2024,445.0,200.0,89.0,2580.0,6.0,146.0,1800.0,590.0,78789.0
Mercedes-Benz,EQE AMG 43 4MATIC (MY23)Mercedes-Benz EQE AMG 43 4MATIC,Discontinued,2023,2023,2024,450.0,201.0,90.6,2530.0,4.2,141.0,750.0,430.0,10089.0
Tesla,Model S 60DTesla Model S 60D,Discontinued,2016,2016,2017,345.0,180.0,62.0,2180.0,5.4,95.0,,895.0,82089.0
Volvo,EX40 Twin Motor Performance (MY25)Volvo EX40 Twin Motor Performance,Discontinued,2024,2024,2025,385.0,205.0,79.0,2170.0,4.6,125.0,1800.0,441.0,63689.0
Citroën,ë-SpaceTourer XL 75 kWhCitroen e-SpaceTourer XL 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2240.0,14.2,79.0,1000.0,989.0,57489.0
Volkswagen,ID.5 Pure (MY26)Volkswagen ID.5 Pure,Available,2025,2025,,320.0,163.0,52.0,1960.0,8.9,87.0,1000.0,549.0,46289.0
Smart,EQ fortwo cabrioSmart EQ fortwo cabrio,Discontinued,2018,2018,2019,95.0,176.0,16.7,1110.0,11.8,0.0,0.0,260.0,25089.0
Citroën,ë-SpaceTourer M 50 kWhCitroen e-SpaceTourer M 50 kWh,Discontinued,2020,2020,2024,185.0,250.0,46.3,1960.0,12.1,78.0,1000.0,507.0,51189.0
Ford,Mustang Mach-E ER RWD (MY22)Ford Mustang Mach-E ER RWD,Discontinued,2022,2022,2022,480.0,190.0,91.0,2160.0,7.0,86.0,1000.0,619.0,64989.0
Mercedes-Benz,EQV 250 LongMercedes-Benz EQV 250 Long,Available,2024,2024,,215.0,279.0,60.0,2590.0,12.0,60.0,0.0,103.0,58489.0
Porsche,Taycan GTS Sport TurismoPorsche Taycan GTS Sport Turismo,Available,2024,2024,,505.0,192.0,97.0,2380.0,3.3,262.0,0.0,489.0,10089.0
BMW,i5 xDrive40 TouringBMW i5 xDrive40 Touring,Discontinued,2024,2024,2025,440.0,185.0,81.2,2400.0,5.5,136.0,2000.0,570.0,80489.0
Lucid,Gravity Touring (MY26)Lucid Gravity Touring,Available,2025,2025,,465.0,191.0,89.0,2520.0,4.2,180.0,1600.0,166.0,10089.0
Maserati,GranCabrio FolgoreMaserati GranCabrio Folgore,Available,2024,2024,,395.0,210.0,83.0,2410.0,2.8,190.0,,151.0,10089.0
Audi,Q6 Sportback e-tronAudi Q6 Sportback e-tron,Available,2024,2024,,410.0,185.0,75.8,2200.0,7.0,150.0,2000.0,575.0,68589.0
Genesis,G80 Electrified (MY25)Genesis G80 Electrified,Available,2025,2025,,450.0,200.0,90.0,2900.0,5.1,160.0,0.0,354.0,81589.0
Volvo,EX90 Single Motor (MY26)Volvo EX90 Single Motor,Available,2025,2025,,425.0,207.0,88.0,2550.0,6.8,170.0,1500.0,703.0,85289.0
Ford,Mustang Mach-E SR RWD (MY23)Ford Mustang Mach-E SR RWD,Discontinued,2022,2022,2023,375.0,187.0,70.0,2040.0,6.9,78.0,750.0,619.0,58489.0
VinFast,VF 8 Plus Extended RangeVinFast VF 8 Plus Extended Range,Available,2023,2023,,400.0,219.0,87.7,2590.0,5.5,120.0,1800.0,376.0,57789.0
Volvo,EC40 Twin Motor Performance (MY26)Volvo EC40 Twin Motor Performance,Available,2025,2025,,400.0,198.0,79.0,2180.0,4.6,125.0,1800.0,435.0,63689.0
Škoda,Enyaq iV RS (MY23)Skoda Enyaq iV RS,Discontinued,2023,2023,2023,420.0,183.0,77.0,2250.0,6.2,115.0,1200.0,585.0,61989.0
Abarth,500e ScorpionissimaAbarth 500e Scorpionissima,Discontinued,2023,2023,2023,225.0,168.0,37.8,1410.0,7.0,67.0,0.0,185.0,43889.0
Peugeot,e-Traveller L2 75 kWhPeugeot e-Traveller L2 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2210.0,14.2,79.0,1000.0,603.0,58489.0
Kia,e-Soul 39 kWhKia e-Soul 39 kWh,Discontinued,2020,2020,2022,230.0,170.0,39.2,1610.0,9.9,37.0,0.0,315.0,35789.0
Ford,Mustang Mach-E ER RWD (MY23)Ford Mustang Mach-E ER RWD,Discontinued,2022,2022,2023,480.0,190.0,91.0,2160.0,7.0,86.0,1500.0,619.0,66289.0
Porsche,Taycan 4Porsche Taycan 4,Available,2024,2024,,490.0,168.0,82.3,2240.0,4.6,195.0,0.0,491.0,10089.0
DS,Automobiles N°8 FWDDS Automobiles N°8 FWD,Available,2024,2024,,415.0,178.0,73.7,2200.0,7.7,100.0,1260.0,620.0,57789.0
Lotus,Emeya 900Lotus Emeya 900,Available,2025,2025,,465.0,213.0,98.9,2650.0,2.8,240.0,1220.0,543.0,10089.0
Mercedes-Benz,EQE 350 4MATIC (MY22-23)Mercedes-Benz EQE 350 4MATIC,Discontinued,2022,2022,2023,505.0,179.0,90.6,2460.0,6.3,141.0,750.0,430.0,79889.0
NIO,EL7 Standard RangeNIO EL7 Standard Range,Discontinued,2022,2022,2025,355.0,207.0,73.5,2420.0,3.9,110.0,2000.0,570.0,87489.0
Škoda,Enyaq 50 (MY24)Skoda Enyaq 50,Discontinued,2024,2024,2025,310.0,168.0,52.0,1970.0,9.1,90.0,1000.0,585.0,42789.0
Genesis,GV60 Sport (MY25)Genesis GV60 Sport,Available,2025,2025,,410.0,195.0,80.0,2200.0,5.5,205.0,1600.0,432.0,67289.0
Opel,Zafira-e Life L 75 kWhOpel Zafira-e Life L 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2160.0,13.3,79.0,1000.0,,69189.0
Volkswagen,ID.4 Pro 4MOTIONVolkswagen ID.4 Pro 4MOTION,Discontinued,2022,2022,2023,405.0,190.0,77.0,2220.0,6.9,115.0,1200.0,543.0,49089.0
Tesla,Model X 60DTesla Model X 60D,Discontinued,2016,2016,2017,285.0,218.0,62.0,2420.0,6.2,95.0,,,89889.0
Tesla,Model X Standard RangeTesla Model X Standard Range,Discontinued,2019,2019,2019,355.0,204.0,72.5,2420.0,4.8,80.0,2250.0,,89289.0
Ford,Mustang Mach-E GT (MY22)Ford Mustang Mach-E GT,Discontinued,2022,2022,2022,425.0,214.0,91.0,2340.0,4.4,86.0,750.0,619.0,81289.0
Mercedes-Benz,EQE 350 (MY22-23)Mercedes-Benz EQE 350,Discontinued,2022,2022,2023,510.0,175.0,89.0,2380.0,6.4,120.0,750.0,430.0,80789.0
ORA,Funky Cat 63 kWhORA Funky Cat 63 kWh,Discontinued,2023,2023,2023,340.0,174.0,59.3,1610.0,8.2,55.0,0.0,228.0,41689.0
Porsche,Taycan Turbo Cross TurismoPorsche Taycan Turbo Cross Turismo,Available,2024,2024,,495.0,196.0,97.0,2390.0,2.8,262.0,0.0,489.0,10089.0
Volkswagen,ID.5 Pure (MY24-25)Volkswagen ID.5 Pure,Discontinued,2024,2024,2025,320.0,163.0,52.0,1960.0,8.9,87.0,1000.0,549.0,46589.0
Citroën,ë-Jumpy Combi M 75 kWhCitroen e-Jumpy Combi M 75 kWh,Discontinued,2020,2020,2024,265.0,260.0,69.0,2130.0,13.3,79.0,1000.0,507.0,57489.0
Opel,Vivaro-e Combi L 75 kWhOpel Vivaro-e Combi L 75 kWh,Discontinued,2020,2020,2024,265.0,260.0,69.0,2160.0,13.3,79.0,1000.0,912.0,58489.0
Peugeot,e-Rifter XL 50 kWhPeugeot e-Rifter XL 50 kWh,Available,2024,2024,,230.0,217.0,50.0,1900.0,11.7,80.0,750.0,105.0,40289.0
Škoda,Enyaq Coupe iV 80x (MY23)Skoda Enyaq Coupe iV 80x,Discontinued,2023,2023,2023,435.0,177.0,77.0,2210.0,7.0,115.0,1200.0,575.0,58589.0
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY22-23)Mercedes-Benz EQE AMG 53 4MATIC+,Discontinued,2022,2022,2023,455.0,199.0,90.6,2520.0,3.5,141.0,750.0,430.0,10089.0
Audi,Q4 Sportback e-tron 35Audi Q4 Sportback e-tron 35,Discontinued,2024,2024,2025,300.0,173.0,52.0,1990.0,9.0,90.0,1000.0,535.0,47689.0
Mercedes-Benz,eVito Tourer Long 41 kWhMercedes-Benz eVito Tourer Long 41 kWh,Discontinued,2019,2019,2020,120.0,292.0,35.0,2260.0,16.0,0.0,0.0,990.0,54389.0
Renault,Kangoo Grand E-Tech ElectricRenault Kangoo Grand E-Tech Electric,Discontinued,2024,2024,2025,220.0,205.0,45.0,1990.0,13.3,50.0,1500.0,500.0,40289.0
Opel,Zafira Electric 75 kWhOpel Zafira Electric 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2210.0,14.2,79.0,1000.0,603.0,55789.0
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY25)Mercedes-Benz EQE AMG 53 4MATIC+,Available,2025,2025,,450.0,201.0,90.6,2540.0,3.5,141.0,1700.0,430.0,10089.0
Toyota,Proace Verso L 50 kWhToyota Proace Verso L 50 kWh,Discontinued,2021,2021,2024,180.0,257.0,46.3,1980.0,12.1,78.0,1000.0,989.0,54689.0
Porsche,Taycan 4S Plus Sport TurismoPorsche Taycan 4S Plus Sport Turismo,Available,2024,2024,,510.0,190.0,97.0,2350.0,3.7,262.0,0.0,530.0,10089.0
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY24)Mercedes-Benz EQE AMG 53 4MATIC+,Discontinued,2024,2024,2025,450.0,201.0,90.6,2540.0,3.5,141.0,1700.0,430.0,10089.0
Mercedes-Benz,EQE 500 4MATIC (MY22-23)Mercedes-Benz EQE 500 4MATIC,Discontinued,2022,2022,2023,505.0,179.0,90.6,2470.0,4.7,141.0,750.0,430.0,10089.0
Mercedes-Benz,EQE SUV 300 (MY25)Mercedes-Benz EQE SUV 300,Available,2025,2025,,450.0,201.0,90.6,2440.0,7.1,141.0,750.0,520.0,82689.0
Volvo,EC40 Twin Motor (MY25)Volvo EC40 Twin Motor,Discontinued,2024,2024,2025,400.0,198.0,79.0,2180.0,4.8,125.0,1800.0,435.0,63889.0
Mercedes-Benz,EQV 300 Extra-LongMercedes-Benz EQV 300 Extra-Long,Available,2024,2024,,315.0,286.0,90.0,2730.0,12.2,96.0,0.0,141.0,86889.0
Fisker,Ocean SportFisker Ocean Sport,Discontinued,2023,2023,2024,350.0,203.0,71.0,2300.0,7.4,100.0,1090.0,476.0,43489.0
Porsche,Taycan Turbo S Sport TurismoPorsche Taycan Turbo S Sport Turismo,Available,2024,2024,,505.0,192.0,97.0,2390.0,2.4,262.0,0.0,489.0,10089.0
Volkswagen,e-Caravelle L2 210 kW 64 kWhVolkswagen e-Caravelle L2 210 kW 64 kWh,Available,2025,2025,,245.0,260.0,63.8,2560.0,7.4,75.0,2000.0,100.0,74589.0
Tesla,Model S P90DLTesla Model S P90DL,Discontinued,2015,2015,2016,405.0,211.0,85.5,2260.0,3.0,90.0,,895.0,10089.0
BMW,i3s 94 AhBMW i3s 94 Ah,Discontinued,2017,2017,2018,160.0,170.0,27.2,1340.0,6.9,46.0,0.0,260.0,42389.0
Peugeot,e-Rifter Long 50 kWhPeugeot e-Rifter Long 50 kWh,Discontinued,2021,2021,2024,200.0,232.0,46.3,1840.0,11.7,78.0,750.0,806.0,41489.0
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY25)Mercedes-Benz EQE SUV AMG 53 4MATIC+,Available,2025,2025,,420.0,216.0,90.6,2690.0,3.7,141.0,1800.0,520.0,10089.0
Ford,Mustang Mach-E ER RWD (MY23.75)Ford Mustang Mach-E ER RWD,Discontinued,2023,2023,2024,480.0,190.0,91.0,2160.0,7.0,115.0,1500.0,619.0,60589.0
Volkswagen,e-Caravelle L2 160 kW 64 kWhVolkswagen e-Caravelle L2 160 kW 64 kWh,Available,2025,2025,,245.0,260.0,63.8,2560.0,8.6,75.0,2000.0,100.0,70589.0
Genesis,GV60 Sport Plus (MY22-24)Genesis GV60 Sport Plus,Discontinued,2022,2022,2025,360.0,206.0,74.0,2220.0,4.0,200.0,1600.0,432.0,75389.0
Porsche,Taycan Turbo Sport TurismoPorsche Taycan Turbo Sport Turismo,Available,2024,2024,,505.0,192.0,97.0,2390.0,2.7,262.0,0.0,489.0,10089.0
Opel,Zafira Electric XL 75 kWhOpel Zafira Electric XL 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2240.0,14.2,79.0,1000.0,989.0,56889.0
Volkswagen,e-Transporter Kombi L1 100 kW 64 kWhVolkswagen e-Transporter Kombi L1 100 kW 64 kWh,Available,2025,2025,,255.0,250.0,63.8,2300.0,12.8,75.0,2000.0,800.0,62089.0
Lucid,Air Dream Edition PLucid Air Dream Edition P,Discontinued,2022,2022,2024,670.0,176.0,118.0,2430.0,2.7,185.0,0.0,910.0,10089.0
Porsche,Taycan Turbo S Cross TurismoPorsche Taycan Turbo S Cross Turismo,Discontinued,2021,2021,2023,380.0,220.0,83.7,2390.0,2.9,216.0,0.0,489.0,10089.0
Opel,Combo-e Life XL 50 kWhOpel Combo-e Life XL 50 kWh,Discontinued,2021,2021,2024,200.0,232.0,46.3,1810.0,11.7,78.0,750.0,806.0,42389.0
Fiat,E-Ulysse L2 75 kWhFiat E-Ulysse L2 75 kWh,Discontinued,2022,2022,2024,265.0,260.0,69.0,2140.0,13.3,79.0,1000.0,450.0,61989.0
Lotus,Emeya SLotus Emeya S,Discontinued,2024,2024,2025,520.0,190.0,98.9,2550.0,4.2,240.0,2250.0,543.0,10089.0
Opel,Zafira-e Life M 50 kWhOpel Zafira-e Life M 50 kWh,Discontinued,2020,2020,2024,185.0,250.0,46.3,1960.0,12.1,78.0,1000.0,,56589.0
GWM,ORA 07 ProGWM ORA 07 Pro,Available,2024,2024,,350.0,184.0,64.3,2060.0,8.2,75.0,0.0,333.0,44489.0
Renault,Zoe R90 EntryRenault Zoe R90 Entry,Discontinued,2017,2017,2018,140.0,166.0,23.3,1500.0,14.5,0.0,0.0,338.0,27789.0
Lucid,Air Pure AWD (MY23-24)Lucid Air Pure AWD,Discontinued,2023,2023,2024,560.0,164.0,92.0,2330.0,4.0,160.0,0.0,910.0,10089.0
Citroën,ë-Jumpy Combi XL 75 kWhCitroen e-Jumpy Combi XL 75 kWh,Discontinued,2020,2020,2024,265.0,260.0,69.0,2160.0,13.3,79.0,1000.0,912.0,58889.0
ORA,Funky Cat GTORA Funky Cat GT,Discontinued,2023,2023,2023,330.0,180.0,59.3,1610.0,8.2,55.0,0.0,228.0,49489.0
Tesla,Model X P90DLTesla Model X P90DL,Discontinued,2016,2016,2016,375.0,228.0,85.5,2520.0,3.4,90.0,,,10089.0
Mini,Cooper SE ConvertibleMini Cooper SE Convertible,Discontinued,2023,2023,2024,165.0,175.0,28.9,1540.0,8.2,44.0,0.0,160.0,61189.0
Škoda,Enyaq Coupe iV 60 (MY23)Skoda Enyaq Coupe iV 60,Discontinued,2022,2022,2023,345.0,168.0,58.0,2000.0,8.8,82.0,1000.0,575.0,47989.0
Volkswagen,e-Transporter Kombi L1 160 kW 64 kWhVolkswagen e-Transporter Kombi L1 160 kW 64 kWh,Available,2025,2025,,255.0,250.0,63.8,2300.0,8.6,75.0,2000.0,800.0,64589.0
Citroën,ë-SpaceTourer XS 50 kWhCitroen e-SpaceTourer XS 50 kWh,Discontinued,2020,2020,2021,185.0,250.0,46.3,1930.0,12.1,78.0,1000.0,140.0,50889.0
Opel,Zafira-e Life M 75 kWhOpel Zafira-e Life M 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2130.0,13.3,79.0,1000.0,,67789.0
Skywell,BE11 Standard RangeSkywell BE11 Standard Range,Available,2024,2024,,325.0,209.0,68.0,1950.0,9.6,50.0,,467.0,42589.0
Polestar,3 Rear Motor (MY26)Polestar 3 Rear Motor,Available,2025,2025,,440.0,200.0,88.0,2390.0,6.5,170.0,1500.0,508.0,80489.0
Mercedes-Benz,eVito Tourer Long 60 kWhMercedes-Benz eVito Tourer Long 60 kWh,Discontinued,2022,2022,2023,210.0,286.0,60.0,2380.0,12.0,96.0,0.0,990.0,69889.0
Mercedes-Benz,EQE SUV 350+ (MY23)Mercedes-Benz EQE SUV 350+,Discontinued,2022,2022,2023,450.0,201.0,90.6,2430.0,6.7,141.0,750.0,520.0,89389.0
Peugeot,e-Traveller L2 50 kWhPeugeot e-Traveller L2 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2020.0,13.3,78.0,1000.0,603.0,52989.0
Peugeot,e-Expert Combi Standard 75 kWhPeugeot e-Expert Combi Standard 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2130.0,14.3,79.0,1000.0,603.0,57689.0
Genesis,GV60 Sport (MY22-24)Genesis GV60 Sport,Discontinued,2022,2022,2025,375.0,197.0,74.0,2170.0,5.5,200.0,1600.0,432.0,65189.0
Opel,Zafira Electric 50 kWhOpel Zafira Electric 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2020.0,13.3,78.0,1000.0,603.0,48189.0
Ford,Mustang Mach-E SR RWD (MY22)Ford Mustang Mach-E SR RWD,Discontinued,2022,2022,2022,375.0,187.0,70.0,2040.0,6.9,78.0,750.0,619.0,58489.0
Volkswagen,e-Caravelle L1 100 kW 64 kWhVolkswagen e-Caravelle L1 100 kW 64 kWh,Available,2025,2025,,245.0,260.0,63.8,2520.0,12.8,75.0,2000.0,800.0,66389.0
Peugeot,e-Traveller Standard 75 kWhPeugeot e-Traveller Standard 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2130.0,14.3,79.0,1000.0,603.0,63089.0
Mercedes-Benz,eVito Tourer Extra-Long 41 kWhMercedes-Benz eVito Tourer Extra-Long 41 kWh,Discontinued,2019,2019,2020,120.0,292.0,35.0,2280.0,16.0,0.0,0.0,139.0,55389.0
Jeep,Avenger Electric 1st EditionJeep Avenger Electric 1st Edition,Discontinued,2023,2023,2023,310.0,164.0,50.8,1610.0,9.0,85.0,0.0,355.0,40989.0
Volkswagen,e-Transporter Kombi L2 160 kW 64 kWhVolkswagen e-Transporter Kombi L2 160 kW 64 kWh,Available,2025,2025,,250.0,255.0,63.8,2340.0,8.6,75.0,2000.0,100.0,65589.0
Volkswagen,e-Caravelle L1 210 kW 64 kWhVolkswagen e-Caravelle L1 210 kW 64 kWh,Available,2025,2025,,245.0,260.0,63.8,2520.0,7.4,75.0,2000.0,800.0,73489.0
Škoda,Enyaq Coupe 60 (MY24)Skoda Enyaq Coupe 60,Discontinued,2023,2023,2024,345.0,168.0,58.0,2000.0,8.8,82.0,1000.0,570.0,47489.0
Citroën,ë-SpaceTourer XL 50 kWhCitroen e-SpaceTourer XL 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2050.0,13.3,78.0,1000.0,989.0,50389.0
Ford,e-Tourneo Custom L1 210 kWFord e-Tourneo Custom L1 210 kW,Available,2023,2023,,235.0,272.0,64.0,2550.0,8.0,70.0,2000.0,672.0,75589.0
Ford,e-Tourneo Custom L2 160 kWFord e-Tourneo Custom L2 160 kW,Available,2023,2023,,235.0,272.0,64.0,2600.0,9.0,70.0,2000.0,672.0,69389.0
Smart,ForTwo Cabrio Electric DriveSmart ForTwo Cabrio Electric Drive,Discontinued,2017,2017,2018,95.0,176.0,16.7,1110.0,11.8,0.0,0.0,260.0,24589.0
Peugeot,e-Traveller Long 75 kWhPeugeot e-Traveller Long 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2160.0,14.3,79.0,1000.0,989.0,64489.0
Volkswagen,e-Transporter Kombi L1 210 kW 64 kWhVolkswagen e-Transporter Kombi L1 210 kW 64 kWh,Available,2025,2025,,255.0,250.0,63.8,2300.0,7.4,75.0,2000.0,800.0,66989.0
Lucid,Air Touring (MY25)Lucid Air Touring,Discontinued,2024,2024,2025,605.0,159.0,96.0,2330.0,3.6,160.0,0.0,910.0,10089.0
Mercedes-Benz,EQV 250 Extra-LongMercedes-Benz EQV 250 Extra-Long,Discontinued,2021,2021,2024,205.0,293.0,60.0,2600.0,12.0,60.0,0.0,141.0,68989.0
Toyota,Proace Shuttle L 75 kWhToyota Proace Shuttle L 75 kWh,Discontinued,2021,2021,2023,265.0,260.0,69.0,2160.0,13.1,79.0,1000.0,980.0,69789.0
Fiat,E-Ulysse L2 50 kWhFiat E-Ulysse L2 50 kWh,Discontinued,2022,2022,2024,185.0,250.0,46.3,1960.0,12.1,78.0,1000.0,450.0,55989.0
Porsche,Taycan 4S Sport TurismoPorsche Taycan 4S Sport Turismo,Available,2024,2024,,440.0,187.0,82.3,2270.0,3.7,195.0,0.0,530.0,10089.0
Mercedes-Benz,EQE AMG 43 4MATIC (MY24)Mercedes-Benz EQE AMG 43 4MATIC,Discontinued,2024,2024,2025,450.0,201.0,90.6,2530.0,4.2,141.0,1700.0,430.0,10089.0
Peugeot,e-Traveller Standard 50 kWhPeugeot e-Traveller Standard 50 kWh,Discontinued,2020,2020,2024,185.0,250.0,46.3,1960.0,13.1,78.0,1000.0,603.0,53489.0
Mercedes-Benz,eVito Tourer Extra-Long 60 kWhMercedes-Benz eVito Tourer Extra-Long 60 kWh,Discontinued,2022,2022,2023,205.0,293.0,60.0,2400.0,12.0,96.0,0.0,139.0,70989.0
Kia,e-Soul 39.2 kWhKia e-Soul 39.2 kWh,Discontinued,2022,2022,2024,230.0,170.0,39.2,1610.0,9.9,37.0,0.0,315.0,38489.0
Ford,Mustang Mach-E SR AWD (MY23.75)Ford Mustang Mach-E SR AWD,Discontinued,2023,2023,2024,350.0,207.0,72.6,2270.0,6.2,100.0,750.0,619.0,58689.0
Peugeot,e-Traveller L3 50 kWhPeugeot e-Traveller L3 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2050.0,13.3,78.0,1000.0,989.0,54089.0
Volvo,EC40 Twin Motor Performance (MY25)Volvo EC40 Twin Motor Performance,Discontinued,2024,2024,2025,400.0,198.0,79.0,2180.0,4.6,125.0,1800.0,435.0,64689.0
Hongqi,E-HS7 111 kWh AWD ProHongqi E-HS7 111 kWh AWD Pro,Available,2025,2025,,435.0,219.0,95.3,2600.0,3.9,210.0,1500.0,705.0,74989.0
Opel,Vivaro-e Combi S 50 kWhOpel Vivaro-e Combi S 50 kWh,Discontinued,2020,2020,2021,185.0,250.0,46.3,1930.0,12.1,78.0,1000.0,140.0,49689.0
Ford,Mustang Mach-E SR AWD (MY22)Ford Mustang Mach-E SR AWD,Discontinued,2022,2022,2022,345.0,203.0,70.0,2130.0,6.3,78.0,750.0,619.0,66089.0
Ford,Mustang Mach-E SR AWD (MY24)Ford Mustang Mach-E SR AWD,Discontinued,2024,2024,2025,350.0,207.0,72.6,2270.0,6.2,100.0,750.0,619.0,57989.0
Volkswagen,e-Transporter Kombi L2 100 kW 64 kWhVolkswagen e-Transporter Kombi L2 100 kW 64 kWh,Available,2025,2025,,250.0,255.0,63.8,2340.0,12.8,75.0,2000.0,100.0,63189.0
Peugeot,e-Traveller Long 50 kWhPeugeot e-Traveller Long 50 kWh,Discontinued,2020,2020,2024,185.0,250.0,46.3,1980.0,13.1,78.0,1000.0,989.0,54689.0
Toyota,Proace Shuttle M 50 kWhToyota Proace Shuttle M 50 kWh,Discontinued,2021,2021,2023,185.0,250.0,46.3,1960.0,12.1,78.0,1000.0,550.0,58889.0
Toyota,Proace Shuttle L 50 kWhToyota Proace Shuttle L 50 kWh,Discontinued,2021,2021,2023,180.0,257.0,46.3,1980.0,12.1,78.0,1000.0,980.0,68589.0
Fiat,E-Ulysse L3 75 kWhFiat E-Ulysse L3 75 kWh,Discontinued,2022,2022,2024,265.0,260.0,69.0,2160.0,13.3,79.0,1000.0,800.0,62989.0
Peugeot,e-Expert Combi Standard 50 kWhPeugeot e-Expert Combi Standard 50 kWh,Discontinued,2021,2021,2024,185.0,250.0,46.3,1960.0,13.1,78.0,1000.0,603.0,50189.0
Audi,SQ8 Sportback e-tronAudi SQ8 Sportback e-tron,Discontinued,2023,2023,2024,480.0,221.0,106.0,2720.0,4.5,144.0,1800.0,590.0,10089.0
Opel,Zafira Electric XL 50 kWhOpel Zafira Electric XL 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2050.0,13.3,78.0,1000.0,989.0,49289.0
